"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2023-06-19","CENTRAL",10,3,53,12,5,2,2
"2023-06-20","CENTRAL",10,2,46,12,4,2,2
"2023-06-21","CENTRAL",9,2,52,11,4,2,2
"2023-06-22","CENTRAL",7,1,41,9,3,2,2
"2023-06-23","CENTRAL",5,1,33,6,2,1,1
"2023-06-24","CENTRAL",5,1,36,6,2,1,1
"2023-06-25","CENTRAL",4,1,38,5,2,1,1
"2023-06-26","CENTRAL",3,0,36,4,1,1,1
"2023-06-27","CENTRAL",3,0,39,4,1,1,1
"2023-06-28","CENTRAL",3,0,45,4,1,1,1
"2023-06-29","CENTRAL",3,1,40,5,2,2,1
"2023-06-30","CENTRAL",1,0,40,4,1,3,1
"2023-07-01","CENTRAL",2,0,46,5,1,3,1
"2023-07-02","CENTRAL",2,0,49,5,1,3,1
"2023-07-03","CENTRAL",2,0,49,5,1,3,1
"2023-07-04","CENTRAL",2,0,48,6,1,4,1
"2023-07-05","CENTRAL",2,0,34,5,1,3,1
"2023-07-06","CENTRAL",3,0,36,5,0,2,0
"2023-07-07","CENTRAL",3,0,31,5,1,2,1
"2023-07-08","CENTRAL",4,0,40,6,1,2,1
"2023-07-09","CENTRAL",4,0,46,7,1,3,1
"2023-07-10","CENTRAL",4,1,44,7,3,3,2
"2023-07-11","CENTRAL",3,1,47,6,3,3,2
"2023-07-12","CENTRAL",3,1,45,6,3,3,2
"2023-07-13","CENTRAL",2,1,42,5,3,3,2
"2023-07-14","CENTRAL",2,2,41,5,4,3,2
"2023-07-15","CENTRAL",2,2,44,5,4,3,2
"2023-07-16","CENTRAL",2,1,47,5,3,3,2
"2023-07-17","CENTRAL",2,1,45,5,3,3,2
"2023-07-18","CENTRAL",3,1,46,6,3,3,2
"2023-07-19","CENTRAL",2,1,50,5,3,3,2
"2023-07-20","CENTRAL",1,1,50,3,3,2,2
"2023-07-21","CENTRAL",2,2,43,4,4,2,2
"2023-07-22","CENTRAL",4,1,47,6,3,2,2
"2023-07-23","CENTRAL",4,0,52,7,2,3,2
"2023-07-24","CENTRAL",3,1,51,6,3,3,2
"2023-07-25","CENTRAL",4,2,47,7,4,3,2
"2023-07-26","CENTRAL",4,1,46,7,2,3,1
"2023-07-27","CENTRAL",3,1,46,6,3,3,2
"2023-07-28","CENTRAL",4,0,49,7,1,3,1
"2023-07-29","CENTRAL",4,0,51,7,2,3,2
"2023-07-30","CENTRAL",5,1,55,8,2,3,1
"2023-07-31","CENTRAL",4,2,50,7,4,3,2
"2023-08-01","CENTRAL",6,3,53,9,4,3,1
"2023-08-02","CENTRAL",4,2,53,6,3,2,1
"2023-08-03","CENTRAL",4,0,49,5,1,1,1
"2023-08-04","CENTRAL",4,1,49,5,2,1,1
"2023-08-05","CENTRAL",5,1,52,6,2,1,1
"2023-08-06","CENTRAL",5,1,54,6,2,1,1
"2023-08-07","CENTRAL",5,1,48,6,2,1,1
"2023-08-08","CENTRAL",6,1,55,7,1,1,0
"2023-08-09","CENTRAL",2,1,53,3,2,1,1
"2023-08-10","CENTRAL",3,2,48,4,3,1,1
"2023-08-11","CENTRAL",4,2,49,5,3,1,1
"2023-08-12","CENTRAL",4,3,50,6,5,2,2
"2023-08-13","CENTRAL",3,2,37,5,4,2,2
"2023-08-14","CENTRAL",5,4,45,7,6,2,2
"2023-08-15","CENTRAL",4,1,55,6,3,2,2
"2023-08-16","CENTRAL",3,1,61,5,3,2,2
"2023-08-17","CENTRAL",5,3,72,6,4,1,1
"2023-08-18","CENTRAL",4,2,64,5,3,1,1
"2023-08-19","CENTRAL",4,2,63,5,3,1,1
"2023-08-20","CENTRAL",4,2,69,5,3,1,1
"2023-08-21","CENTRAL",3,1,71,4,2,1,1
"2023-08-22","CENTRAL",3,1,81,4,2,1,1
"2023-08-23","CENTRAL",4,1,80,5,2,1,1
"2023-08-24","CENTRAL",4,1,99,5,2,1,1
"2023-08-25","CENTRAL",4,1,98,5,2,1,1
"2023-08-26","CENTRAL",5,1,104,6,2,1,1
"2023-08-27","CENTRAL",5,0,107,6,1,1,1
"2023-08-28","CENTRAL",4,0,103,5,1,1,1
"2023-08-29","CENTRAL",4,2,102,5,3,1,1
"2023-08-30","CENTRAL",4,2,101,5,3,1,1
"2023-08-31","CENTRAL",4,2,105,5,3,1,1
"2023-09-01","CENTRAL",3,1,112,4,2,1,1
"2023-09-02","CENTRAL",3,1,121,4,2,1,1
"2023-09-03","CENTRAL",4,2,125,5,3,1,1
"2023-09-04","CENTRAL",6,2,142,7,3,1,1
"2023-09-05","CENTRAL",5,2,152,6,3,1,1
"2023-09-06","CENTRAL",5,2,136,6,3,1,1
"2023-09-07","CENTRAL",7,1,158,8,2,1,1
"2023-09-08","CENTRAL",7,3,154,6,3,-1,0
"2023-09-09","CENTRAL",".",".",169,".",".",".","."
"2023-09-10","CENTRAL",".",".",169,".",".",".","."
"2023-09-11","CENTRAL",".",".",155,".",".",".","."
"2023-09-12","CENTRAL",".",".",147,".",".",".","."
"2023-09-13","CENTRAL",".",".",142,".",".",".","."
"2023-09-14","CENTRAL",".",".",141,".",".",".","."
"2023-09-15","CENTRAL",".",".",138,".",".",".","."
"2023-09-16","CENTRAL",".",".",139,".",".",".","."
"2023-09-17","CENTRAL",".",".",143,".",".",".","."
"2023-09-18","CENTRAL",".",".",131,".",".",".","."
"2023-09-19","CENTRAL",".",".",149,".",".",".","."
"2023-09-20","CENTRAL",".",".",157,".",".",".","."
"2023-09-21","CENTRAL",".",".",157,".",".",".","."
"2023-09-22","CENTRAL",".",".",159,".",".",".","."
"2023-09-23","CENTRAL",".",".",175,".",".",".","."
"2023-09-24","CENTRAL",".",".",175,".",".",".","."
"2023-09-25","CENTRAL",".",".",190,".",".",".","."
"2023-09-26","CENTRAL",".",".",195,".",".",".","."
"2023-09-27","CENTRAL",".",".",199,".",".",".","."
"2023-09-28","CENTRAL",".",".",216,".",".",".","."
"2023-09-29","CENTRAL",".",".",210,".",".",".","."
"2023-09-30","CENTRAL",".",".",242,".",".",".","."
"2023-10-01","CENTRAL",".",".",262,".",".",".","."
"2023-10-02","CENTRAL",".",".",262,".",".",".","."
"2023-10-03","CENTRAL",".",".",234,".",".",".","."
"2023-10-04","CENTRAL",".",".",270,".",".",".","."
"2023-10-05","CENTRAL",".",".",260,".",".",".","."
"2023-10-06","CENTRAL",".",".",253,".",".",".","."
"2023-10-07","CENTRAL",".",".",229,".",".",".","."
"2023-10-08","CENTRAL",".",".",236,".",".",".","."
"2023-10-09","CENTRAL",".",".",239,".",".",".","."
"2023-10-10","CENTRAL",".",".",211,".",".",".","."
"2023-10-11","CENTRAL",".",".",177,".",".",".","."
"2023-10-12","CENTRAL",".",".",172,".",".",".","."
"2023-10-13","CENTRAL",".",".",166,".",".",".","."
"2023-10-14","CENTRAL",".",".",179,".",".",".","."
"2023-10-15","CENTRAL",".",".",179,".",".",".","."
"2023-10-16","CENTRAL",".",".",172,".",".",".","."
"2023-10-17","CENTRAL",".",".",170,".",".",".","."
"2023-10-18","CENTRAL",".",".",167,".",".",".","."
"2023-10-19","CENTRAL",".",".",179,".",".",".","."
"2023-10-20","CENTRAL",".",".",159,".",".",".","."
"2023-10-21","CENTRAL",9,4,172,12,6,3,2
"2023-10-22","CENTRAL",8,4,196,13,6,5,2
"2023-10-23","CENTRAL",7,3,185,13,5,6,2
"2023-10-24","CENTRAL",8,4,196,11,5,3,1
"2023-10-25","CENTRAL",5,3,188,8,4,3,1
"2023-10-26","CENTRAL",6,3,214,9,3,3,0
"2023-10-27","CENTRAL",3,2,194,4,2,1,0
"2023-10-28","CENTRAL",3,1,223,5,1,2,0
"2023-10-29","CENTRAL",4,1,229,6,1,2,0
"2023-10-30","CENTRAL",7,2,204,9,2,2,0
"2023-10-31","CENTRAL",9,2,201,11,2,2,0
"2023-11-01","CENTRAL",8,2,197,11,4,3,2
"2023-11-02","CENTRAL",11,4,199,14,6,3,2
"2023-11-03","CENTRAL",9,4,172,11,5,2,1
"2023-11-04","CENTRAL",9,3,180,11,4,2,1
"2023-11-05","CENTRAL",8,1,187,10,2,2,1
"2023-11-06","CENTRAL",12,3,203,15,4,3,1
"2023-11-07","CENTRAL",12,4,181,13,5,1,1
"2023-11-08","CENTRAL",12,5,161,13,6,1,1
"2023-11-09","CENTRAL",13,6,175,14,7,1,1
"2023-11-10","CENTRAL",14,7,187,15,8,1,1
"2023-11-11","CENTRAL",14,8,198,17,9,3,1
"2023-11-12","CENTRAL",14,5,182,16,6,2,1
"2023-11-13","CENTRAL",14,5,220,16,6,2,1
"2023-11-14","CENTRAL",16,7,235,18,8,2,1
"2023-11-15","CENTRAL",16,7,259,18,8,2,1
"2023-11-16","CENTRAL",15,6,289,18,7,3,1
"2023-11-17","CENTRAL",17,5,291,19,6,2,1
"2023-11-18","CENTRAL",16,5,319,18,6,2,1
"2023-11-19","CENTRAL",17,6,336,19,7,2,1
"2023-11-20","CENTRAL",15,7,350,19,9,4,2
"2023-11-21","CENTRAL",15,6,350,18,7,3,1
"2023-11-22","CENTRAL",16,6,334,20,8,4,2
"2023-11-23","CENTRAL",18,8,334,21,10,3,2
"2023-11-24","CENTRAL",16,8,362,19,10,3,2
"2023-11-25","CENTRAL",17,6,325,20,8,3,2
"2023-11-26","CENTRAL",16,7,403,19,9,3,2
"2023-11-27","CENTRAL",18,6,410,21,8,3,2
"2023-11-28","CENTRAL",18,6,410,22,8,4,2
"2023-11-29","CENTRAL",19,5,372,23,7,4,2
"2023-11-30","CENTRAL",17,6,387,21,8,4,2
"2023-12-01","CENTRAL",18,5,345,23,7,5,2
"2023-12-02","CENTRAL",16,6,345,20,8,4,2
"2023-12-03","CENTRAL",17,7,350,23,9,6,2
"2023-12-04","CENTRAL",20,8,321,25,10,5,2
"2023-12-05","CENTRAL",19,9,301,24,11,5,2
"2023-12-06","CENTRAL",21,9,284,26,12,5,3
"2023-12-07","CENTRAL",22,8,216,27,11,5,3
"2023-12-08","CENTRAL",25,13,273,30,17,5,4
"2023-12-09","CENTRAL",30,17,281,30,16,0,-1
"2023-12-10","CENTRAL",28,16,306,28,15,0,-1
"2023-12-11","CENTRAL",27,16,305,26,14,-1,-2
"2023-12-12","CENTRAL",22,11,294,25,13,3,2
"2023-12-13","CENTRAL",24,10,284,27,12,3,2
"2023-12-14","CENTRAL",22,10,282,25,12,3,2
"2023-12-15","CENTRAL",24,10,250,27,12,3,2
"2023-12-16","CENTRAL",23,11,305,27,13,4,2
"2023-12-17","CENTRAL",22,10,325,26,13,4,3
"2023-12-18","CENTRAL",25,11,320,28,14,3,3
"2023-12-19","CENTRAL",26,13,357,29,15,3,2
"2023-12-20","CENTRAL",22,15,321,25,17,3,2
"2023-12-21","CENTRAL",21,14,325,24,16,3,2
"2023-12-22","CENTRAL",22,16,291,27,19,5,3
"2023-12-23","CENTRAL",28,13,318,32,16,4,3
"2023-12-24","CENTRAL",28,20,320,32,22,4,2
"2023-12-25","CENTRAL",30,19,322,33,21,3,2
"2023-12-26","CENTRAL",27,18,341,30,20,3,2
"2023-12-27","CENTRAL",26,16,358,29,18,3,2
"2023-12-28","CENTRAL",27,16,334,30,18,3,2
"2023-12-29","CENTRAL",25,15,341,28,17,3,2
"2023-12-30","CENTRAL",25,14,366,28,16,3,2
"2023-12-31","CENTRAL",29,16,383,32,18,3,2
"2024-01-01","CENTRAL",33,17,405,36,19,3,2
"2024-01-02","CENTRAL",30,20,387,35,22,5,2
"2024-01-03","CENTRAL",29,18,377,33,20,4,2
"2024-01-04","CENTRAL",26,16,372,31,18,5,2
"2024-01-05","CENTRAL",28,16,358,35,17,7,1
"2024-01-06","CENTRAL",24,12,363,32,15,8,3
"2024-01-07","CENTRAL",26,14,382,34,16,8,2
"2024-01-08","CENTRAL",27,16,363,35,19,8,3
"2024-01-09","CENTRAL",29,14,331,35,16,6,2
"2024-01-10","CENTRAL",28,14,307,31,17,3,3
"2024-01-11","CENTRAL",26,15,300,29,16,3,1
"2024-01-12","CENTRAL",24,15,281,30,16,6,1
"2024-01-13","CENTRAL",27,15,282,34,17,7,2
"2024-01-14","CENTRAL",27,16,283,34,18,7,2
"2024-01-15","CENTRAL",26,14,268,32,16,6,2
"2024-01-16","CENTRAL",27,14,251,33,15,6,1
"2024-01-17","CENTRAL",26,12,260,32,14,6,2
"2024-01-18","CENTRAL",24,13,227,33,16,9,3
"2024-01-19","CENTRAL",26,15,179,32,18,6,3
"2024-01-20","CENTRAL",26,15,201,31,18,5,3
"2024-01-21","CENTRAL",25,12,188,31,15,6,3
"2024-01-22","CENTRAL",26,13,176,32,15,6,2
"2024-01-23","CENTRAL",20,12,197,25,14,5,2
"2024-01-24","CENTRAL",15,9,172,18,10,3,1
"2024-01-25","CENTRAL",14,10,161,17,11,3,1
"2024-01-26","CENTRAL",11,8,161,16,9,5,1
"2024-01-27","CENTRAL",12,7,161,16,7,4,0
"2024-01-28","CENTRAL",11,8,162,18,10,7,2
"2024-01-29","CENTRAL",14,6,159,21,8,7,2
"2024-01-30","CENTRAL",16,6,162,23,8,7,2
"2024-01-31","CENTRAL",15,5,141,21,7,6,2
"2024-02-01","CENTRAL",14,5,149,19,7,5,2
"2024-02-02","CENTRAL",15,3,128,21,5,6,2
"2024-02-03","CENTRAL",16,5,125,19,7,3,2
"2024-02-04","CENTRAL",17,6,139,21,9,4,3
"2024-02-05","CENTRAL",15,6,144,20,9,5,3
"2024-02-06","CENTRAL",15,6,128,20,10,5,4
"2024-02-07","CENTRAL",16,6,120,20,9,4,3
"2024-02-08","CENTRAL",16,5,123,21,9,5,4
"2024-02-09","CENTRAL",14,5,104,18,9,4,4
"2024-02-10","CENTRAL",10,3,110,12,5,2,2
"2024-02-11","CENTRAL",7,3,109,9,5,2,2
"2024-02-12","CENTRAL",7,2,100,9,3,2,1
"2024-02-13","CENTRAL",6,3,89,9,6,3,3
"2024-02-14","CENTRAL",7,3,97,10,6,3,3
"2024-02-15","CENTRAL",9,3,96,13,7,4,4
"2024-02-16","CENTRAL",10,3,75,15,6,5,3
"2024-02-17","CENTRAL",9,4,84,15,7,6,3
"2024-02-18","CENTRAL",8,3,80,13,6,5,3
"2024-02-19","CENTRAL",7,3,72,11,5,4,2
"2024-02-20","CENTRAL",7,3,85,10,5,3,2
"2024-02-21","CENTRAL",7,3,74,11,6,4,3
"2024-02-22","CENTRAL",7,3,91,10,6,3,3
"2024-02-23","CENTRAL",7,3,81,11,6,4,3
"2024-02-24","CENTRAL",7,3,57,10,6,3,3
"2024-02-25","CENTRAL",7,3,74,11,6,4,3
"2024-02-26","CENTRAL",7,2,66,11,5,4,3
"2024-02-27","CENTRAL",6,2,70,9,5,3,3
"2024-02-28","CENTRAL",6,3,76,9,5,3,2
"2024-02-29","CENTRAL",7,3,63,10,6,3,3
"2024-03-01","CENTRAL",5,2,57,8,5,3,3
"2024-03-02","CENTRAL",4,3,61,7,6,3,3
"2024-03-03","CENTRAL",4,2,65,7,5,3,3
"2024-03-04","CENTRAL",5,3,60,7,5,2,2
"2024-03-05","CENTRAL",4,3,59,7,5,3,2
"2024-03-06","CENTRAL",5,2,55,8,5,3,3
"2024-03-07","CENTRAL",6,4,54,9,7,3,3
"2024-03-08","CENTRAL",6,3,47,9,6,3,3
"2024-03-09","CENTRAL",7,3,51,10,6,3,3
"2024-03-10","CENTRAL",7,4,52,10,7,3,3
"2024-03-11","CENTRAL",6,5,49,9,8,3,3
"2024-03-12","CENTRAL",6,4,48,8,6,2,2
"2024-03-13","CENTRAL",9,6,54,12,8,3,2
"2024-03-14","CENTRAL",9,6,63,12,7,3,1
"2024-03-15","CENTRAL",9,6,59,12,7,3,1
"2024-03-16","CENTRAL",9,5,63,12,6,3,1
"2024-03-17","CENTRAL",8,5,66,11,6,3,1
"2024-03-18","CENTRAL",7,4,62,10,5,3,1
"2024-03-19","CENTRAL",7,3,60,9,4,2,1
"2020-04-01","EAST",38,31,78,0,0,0,0
"2020-04-02","EAST",47,39,79,0,0,0,0
"2020-04-03","EAST",45,36,76,0,0,0,0
"2020-04-04","EAST",49,45,88,0,0,0,0
"2020-04-05","EAST",53,45,92,0,0,0,0
"2020-04-06","EAST",53,46,89,0,0,0,0
"2020-04-07","EAST",59,47,94,0,0,0,0
"2020-04-08","EAST",63,52,102,0,0,0,0
"2020-04-09","EAST",63,56,106,0,0,0,0
"2020-04-10","EAST",62,54,100,0,0,0,0
"2020-04-11","EAST",60,45,105,0,0,0,0
"2020-04-12","EAST",56,46,95,0,0,0,0
"2020-04-13","EAST",58,42,84,0,0,0,0
"2020-04-14","EAST",54,38,85,0,0,0,0
"2020-04-15","EAST",47,38,86,0,0,0,0
"2020-04-16","EAST",45,33,91,0,0,0,0
"2020-04-17","EAST",49,33,88,0,0,0,0
"2020-04-18","EAST",46,32,87,0,0,0,0
"2020-04-19","EAST",47,29,86,0,0,0,0
"2020-04-20","EAST",44,28,86,0,0,0,0
"2020-04-21","EAST",43,27,89,0,0,0,0
"2020-04-22","EAST",35,23,95,0,0,0,0
"2020-04-23","EAST",33,25,91,0,0,0,0
"2020-04-24","EAST",33,25,98,0,0,0,0
"2020-04-25","EAST",35,27,98,0,0,0,0
"2020-04-26","EAST",35,28,101,0,0,0,0
"2020-04-27","EAST",36,28,112,0,0,0,0
"2020-04-28","EAST",36,29,123,0,0,0,0
"2020-04-29","EAST",37,28,120,0,0,0,0
"2020-04-30","EAST",41,31,112,0,0,0,0
"2020-05-01","EAST",40,27,116,41,29,1,2
"2020-05-02","EAST",42,30,111,43,31,1,1
"2020-05-03","EAST",45,33,112,47,34,2,1
"2020-05-04","EAST",43,31,111,46,34,3,3
"2020-05-05","EAST",41,31,110,43,34,2,3
"2020-05-06","EAST",42,29,111,44,33,2,4
"2020-05-07","EAST",42,32,114,43,32,1,0
"2020-05-08","EAST",39,28,115,39,28,0,0
"2020-05-09","EAST",34,26,114,34,25,0,-1
"2020-05-10","EAST",34,26,115,34,26,0,0
"2020-05-11","EAST",31,21,116,31,22,0,1
"2020-05-12","EAST",30,21,116,32,24,2,3
"2020-05-13","EAST",32,23,109,33,24,1,1
"2020-05-14","EAST",30,19,105,31,21,1,2
"2020-05-15","EAST",28,21,109,30,23,2,2
"2020-05-16","EAST",28,21,103,30,22,2,1
"2020-05-17","EAST",27,20,100,29,21,2,1
"2020-05-18","EAST",27,17,96,29,19,2,2
"2020-05-19","EAST",25,19,95,29,21,4,2
"2020-05-20","EAST",24,20,93,27,21,3,1
"2020-05-21","EAST",26,21,84,27,22,1,1
"2020-05-22","EAST",24,22,81,26,23,2,1
"2020-05-23","EAST",23,14,79,24,20,1,6
"2020-05-24","EAST",24,21,75,25,22,1,1
"2020-05-25","EAST",22,18,79,23,19,1,1
"2020-05-26","EAST",24,20,72,25,21,1,1
"2020-05-27","EAST",24,20,77,25,21,1,1
"2020-05-28","EAST",25,18,77,27,21,2,3
"2020-05-29","EAST",21,17,81,25,21,4,4
"2020-05-30","EAST",20,17,81,26,20,6,3
"2020-05-31","EAST",22,19,84,28,22,6,3
"2020-06-01","EAST",23,17,79,29,22,6,5
"2020-06-02","EAST",23,18,73,28,21,5,3
"2020-06-03","EAST",21,19,72,26,23,5,4
"2020-06-04","EAST",21,18,68,26,22,5,4
"2020-06-05","EAST",21,17,64,26,21,5,4
"2020-06-06","EAST",21,17,64,26,21,5,4
"2020-06-07","EAST",21,13,59,26,19,5,6
"2020-06-08","EAST",21,15,62,26,18,5,3
"2020-06-09","EAST",21,13,56,26,15,5,2
"2020-06-10","EAST",18,13,62,24,16,6,3
"2020-06-11","EAST",17,14,51,22,18,5,4
"2020-06-12","EAST",17,12,44,22,17,5,5
"2020-06-13","EAST",18,15,40,22,16,4,1
"2020-06-14","EAST",19,14,40,23,16,4,2
"2020-06-15","EAST",18,12,36,22,13,4,1
"2020-06-16","EAST",16,12,36,20,13,4,1
"2020-06-17","EAST",15,11,34,19,12,4,1
"2020-06-18","EAST",13,12,33,16,12,3,0
"2020-06-19","EAST",13,11,21,16,11,3,0
"2020-06-20","EAST",14,12,19,17,13,3,1
"2020-06-21","EAST",14,12,17,17,12,3,0
"2020-06-22","EAST",15,9,17,18,10,3,1
"2020-06-23","EAST",14,8,12,17,8,3,0
"2020-06-24","EAST",12,5,10,15,5,3,0
"2020-06-25","EAST",13,5,11,15,5,2,0
"2020-06-26","EAST",11,5,10,14,5,3,0
"2020-06-27","EAST",9,5,8,12,5,3,0
"2020-06-28","EAST",8,5,9,11,5,3,0
"2020-06-29","EAST",8,5,9,11,5,3,0
"2020-06-30","EAST",10,5,8,12,5,2,0
"2020-07-01","EAST",8,5,8,10,5,2,0
"2020-07-02","EAST",8,3,8,10,4,2,1
"2020-07-03","EAST",0,0,8,0,0,0,0
"2020-07-04","EAST",7,5,8,9,6,2,1
"2020-07-05","EAST",6,5,9,8,6,2,1
"2020-07-06","EAST",6,4,7,7,4,1,0
"2020-07-07","EAST",5,3,6,6,4,1,1
"2020-07-08","EAST",3,2,4,5,4,2,2
"2020-07-09","EAST",3,2,6,5,3,2,1
"2020-07-10","EAST",4,1,6,6,2,2,1
"2020-07-11","EAST",4,2,6,6,2,2,0
"2020-07-12","EAST",4,2,6,6,3,2,1
"2020-07-13","EAST",4,2,7,6,3,2,1
"2020-07-14","EAST",5,2,8,7,3,2,1
"2020-07-15","EAST",3,2,6,5,3,2,1
"2020-07-16","EAST",4,2,9,6,2,2,0
"2020-07-17","EAST",5,3,6,7,3,2,0
"2020-07-18","EAST",4,3,7,6,3,2,0
"2020-07-19","EAST",4,3,9,6,3,2,0
"2020-07-20","EAST",7,4,8,9,4,2,0
"2020-07-21","EAST",7,4,10,9,4,2,0
"2020-07-22","EAST",7,5,10,9,5,2,0
"2020-07-23","EAST",6,4,10,7,4,1,0
"2020-07-24","EAST",5,4,8,6,4,1,0
"2020-07-25","EAST",6,4,10,7,4,1,0
"2020-07-26","EAST",6,4,10,7,4,1,0
"2020-07-27","EAST",7,4,10,8,4,1,0
"2020-07-28","EAST",7,4,11,8,4,1,0
"2020-07-29","EAST",6,3,11,7,3,1,0
"2020-07-30","EAST",7,3,11,8,3,1,0
"2020-07-31","EAST",5,1,14,7,2,2,1
"2020-08-01","EAST",4,1,12,6,2,2,1
"2020-08-02","EAST",4,1,15,6,2,2,1
"2020-08-03","EAST",4,1,12,5,2,1,1
"2020-08-04","EAST",3,0,10,4,1,1,1
"2020-08-05","EAST",3,0,10,4,1,1,1
"2020-08-06","EAST",4,0,10,5,1,1,1
"2020-08-07","EAST",4,0,8,5,0,1,0
"2020-08-08","EAST",4,0,7,5,0,1,0
"2020-08-09","EAST",4,0,10,5,0,1,0
"2020-08-10","EAST",3,0,11,4,0,1,0
"2020-08-11","EAST",3,0,8,4,0,1,0
"2020-08-12","EAST",4,0,7,4,0,0,0
"2020-08-13","EAST",3,0,7,3,0,0,0
"2020-08-14","EAST",4,0,7,4,0,0,0
"2020-08-15","EAST",4,0,8,4,0,0,0
"2020-08-16","EAST",3,0,9,3,0,0,0
"2020-08-17","EAST",3,1,8,3,1,0,0
"2020-08-18","EAST",3,1,5,3,1,0,0
"2020-08-19","EAST",4,1,4,4,1,0,0
"2020-08-20","EAST",3,1,7,3,1,0,0
"2020-08-21","EAST",3,1,9,3,1,0,0
"2020-08-22","EAST",3,1,9,3,1,0,0
"2020-08-23","EAST",4,1,7,4,1,0,0
"2020-08-24","EAST",3,1,8,4,1,1,0
"2020-08-25","EAST",3,1,9,4,1,1,0
"2020-08-26","EAST",4,1,12,5,1,1,0
"2020-08-27","EAST",4,1,10,4,1,0,0
"2020-08-28","EAST",4,1,10,4,1,0,0
"2020-08-29","EAST",4,0,10,4,0,0,0
"2020-08-30","EAST",3,1,9,3,1,0,0
"2020-08-31","EAST",3,1,11,3,1,0,0
"2020-09-01","EAST",2,1,7,2,1,0,0
"2020-09-02","EAST",3,1,7,3,1,0,0
"2020-09-03","EAST",2,0,8,3,0,1,0
"2020-09-04","EAST",2,0,8,3,0,1,0
"2020-09-05","EAST",2,1,9,3,1,1,0
"2020-09-06","EAST",3,1,10,4,1,1,0
"2020-09-07","EAST",3,0,7,4,0,1,0
"2020-09-08","EAST",3,1,11,3,1,0,0
"2020-09-09","EAST",4,1,9,4,1,0,0
"2020-09-10","EAST",4,1,10,4,1,0,0
"2020-09-11","EAST",1,1,10,1,1,0,0
"2020-09-12","EAST",1,1,11,1,1,0,0
"2020-09-13","EAST",1,1,8,1,1,0,0
"2020-09-14","EAST",2,1,8,2,1,0,0
"2020-09-15","EAST",2,1,9,2,1,0,0
"2020-09-16","EAST",1,1,10,1,1,0,0
"2020-09-17","EAST",2,0,9,2,0,0,0
"2020-09-18","EAST",2,0,11,2,0,0,0
"2020-09-19","EAST",3,0,9,3,0,0,0
"2020-09-20","EAST",3,1,9,3,1,0,0
"2020-09-21","EAST",3,0,12,3,0,0,0
"2020-09-22","EAST",4,0,14,4,0,0,0
"2020-09-23","EAST",4,0,15,4,0,0,0
"2020-09-24","EAST",4,2,23,4,2,0,0
"2020-09-25","EAST",5,2,26,5,2,0,0
"2020-09-26","EAST",6,3,34,6,3,0,0
"2020-09-27","EAST",6,3,36,6,3,0,0
"2020-09-28","EAST",8,3,46,8,3,0,0
"2020-09-29","EAST",9,4,48,9,4,0,0
"2020-09-30","EAST",9,5,49,10,5,1,0
"2020-10-01","EAST",10,6,45,11,6,1,0
"2020-10-02","EAST",11,7,46,12,7,1,0
"2020-10-03","EAST",12,8,46,13,8,1,0
"2020-10-04","EAST",12,8,48,13,8,1,0
"2020-10-05","EAST",11,9,51,12,9,1,0
"2020-10-06","EAST",12,9,50,13,9,1,0
"2020-10-07","EAST",15,11,52,16,11,1,0
"2020-10-08","EAST",16,11,41,16,11,0,0
"2020-10-09","EAST",16,11,44,16,11,0,0
"2020-10-10","EAST",19,13,44,19,13,0,0
"2020-10-11","EAST",21,12,56,21,12,0,0
"2020-10-12","EAST",21,13,55,21,13,0,0
"2020-10-13","EAST",20,12,55,20,12,0,0
"2020-10-14","EAST",20,11,58,20,11,0,0
"2020-10-15","EAST",22,11,52,22,11,0,0
"2020-10-16","EAST",25,15,50,25,15,0,0
"2020-10-17","EAST",24,16,43,24,16,0,0
"2020-10-18","EAST",25,16,45,25,16,0,0
"2020-10-19","EAST",26,15,48,26,15,0,0
"2020-10-20","EAST",26,16,50,26,16,0,0
"2020-10-21","EAST",27,14,44,28,15,1,1
"2020-10-22","EAST",26,14,45,27,15,1,1
"2020-10-23","EAST",26,16,40,27,17,1,1
"2020-10-24","EAST",25,18,41,26,19,1,1
"2020-10-25","EAST",25,16,40,26,17,1,1
"2020-10-26","EAST",26,16,43,27,17,1,1
"2020-10-27","EAST",26,16,43,27,17,1,1
"2020-10-28","EAST",27,17,42,29,18,2,1
"2020-10-29","EAST",25,16,40,28,18,3,2
"2020-10-30","EAST",24,17,45,26,19,2,2
"2020-10-31","EAST",23,14,47,25,16,2,2
"2020-11-01","EAST",24,14,52,27,15,3,1
"2020-11-02","EAST",24,14,55,28,15,4,1
"2020-11-03","EAST",24,13,53,26,14,2,1
"2020-11-04","EAST",24,13,48,26,13,2,0
"2020-11-05","EAST",29,15,45,31,16,2,1
"2020-11-06","EAST",28,16,50,31,16,3,0
"2020-11-07","EAST",30,17,48,32,17,2,0
"2020-11-08","EAST",31,19,52,33,19,2,0
"2020-11-09","EAST",27,17,52,29,17,2,0
"2020-11-10","EAST",31,19,51,33,19,2,0
"2020-11-11","EAST",34,20,55,35,20,1,0
"2020-11-12","EAST",32,19,49,33,20,1,1
"2020-11-13","EAST",30,16,44,33,19,3,3
"2020-11-14","EAST",33,17,40,36,19,3,2
